HVek	HPohlavi	HMesto	HMesto_X	HMesto_Y	HStat	PPobytOd	PNoci	POsob	PTypPobytu	PCenaUbytovani	PCenaStrava	PCenaSleva	PCenaCelkem	DHodnoceni	DUbytovani	DStrava	DPersonal	DZabava
69	muž	Jihlava	15.5909008	49.3963828	ÈR	5.7.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	41	35	47	94
42	muž	Linec	14.2862742	48.3066489	Rakousko	5.7.2013	14	4	služební	81200.00	10080.00	200.00	91080.00	prùmìr	43	36	62	84
50	muž	Jihlava	15.5909008	49.3963828	ÈR	5.7.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	49	66	53	94
28	žena	Linec	14.2862742	48.3066489	Rakousko	5.7.2013	14	2	služební	40600.00	5040.00	200.00	45440.00	prùmìr	47	57	72	93
35	muž	Linec	14.2862742	48.3066489	Rakousko	12.7.2013	14	4	služební	81200.00	10080.00	200.00	91080.00	prùmìr	55	29	53	52
29	žena	Mnichov	11.5836375	48.1364669	Nìmecko	12.7.2013	14	4	služební	81200.00	0.00	200.00	81000.00	prùmìr	60	22	71	97
51	muž	Linec	14.2862742	48.3066489	Rakousko	12.7.2013	14	4	služební	81200.00	0.00	200.00	81000.00	prùmìr	54	29	63	47
35	žena	Vídeò	16.3736767	48.2115631	Rakousko	18.7.2013	14	3	rekreaèní	60900.00	7560.00	200.00	68260.00	spokojen	91	92	98	57
39	žena	Linec	14.2862742	48.3066489	Rakousko	19.7.2013	14	4	služební	81200.00	10080.00	200.00	91080.00	prùmìr	59	30	57	83
41	muž	Linec	14.2862742	48.3066489	Rakousko	19.7.2013	1	1	rekreaèní	1450.00	0.00	0.00	1450.00	prùmìr	47	60	54	82
51	muž	Brno	16.6153758	49.1921808	ÈR	20.7.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	25	15	27	17
31	muž	Katovice	19.0241283	50.2592108	Polsko	22.7.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	15	28	24	2
35	žena	Katovice	19.0241283	50.2592108	Polsko	22.7.2013	7	3	rekreaèní	30450.00	3780.00	200.00	34030.00	nespokojen	30	9	38	7
37	muž	Vídeò	16.3736767	48.2115631	Rakousko	25.7.2013	14	1	rekreaèní	20300.00	2520.00	200.00	22620.00	spokojen	94	75	95	72
67	muž	Praha	14.4212806	50.0874967	ÈR	26.7.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	44	21	62	84
31	žena	Ostrava	18.2825511	49.8341497	ÈR	26.7.2013	1	2	rekreaèní	2900.00	360.00	0.00	3260.00	prùmìr	47	32	47	82
34	žena	Linec	14.2862742	48.3066489	Rakousko	26.7.2013	1	1	rekreaèní	1450.00	180.00	0.00	1630.00	prùmìr	47	68	53	47
39	muž	Linec	14.2862742	48.3066489	Rakousko	26.7.2013	1	2	rekreaèní	2900.00	0.00	0.00	2900.00	prùmìr	50	35	56	49
51	žena	Linec	14.2862742	48.3066489	Rakousko	26.7.2013	1	1	rekreaèní	1450.00	0.00	0.00	1450.00	prùmìr	53	29	48	45
80	žena	Linec	14.2862742	48.3066489	Rakousko	26.7.2013	1	1	rekreaèní	1450.00	180.00	0.00	1630.00	prùmìr	44	24	62	47
53	žena	Linec	14.2862742	48.3066489	Rakousko	26.7.2013	1	1	rekreaèní	1450.00	0.00	0.00	1450.00	prùmìr	50	23	48	82
35	muž	Linec	14.2862742	48.3066489	Rakousko	26.7.2013	1	2	rekreaèní	2900.00	0.00	0.00	2900.00	prùmìr	51	68	69	82
41	žena	Linec	14.2862742	48.3066489	Rakousko	26.7.2013	1	1	rekreaèní	1450.00	180.00	0.00	1630.00	prùmìr	48	35	59	82
46	muž	Linec	14.2862742	48.3066489	Rakousko	26.7.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	52	35	48	81
30	muž	Linec	14.2862742	48.3066489	Rakousko	26.7.2013	1	1	rekreaèní	1450.00	180.00	0.00	1630.00	prùmìr	54	21	64	96
80	muž	Brno	16.6153758	49.1921808	ÈR	27.7.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	29	28	23	4
76	muž	Drážïany	13.7397044	51.0497456	Nìmecko	27.7.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	spokojen	90	78	91	58
50	žena	Brno	16.6153758	49.1921808	ÈR	27.7.2013	14	1	rekreaèní	20300.00	2520.00	200.00	22620.00	nespokojen	26	17	27	6
36	muž	Berlín	13.3908886	52.5176189	Nìmecko	27.7.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	spokojen	96	74	81	60
18	muž	Jihlava	15.5909008	49.3963828	ÈR	27.7.2013	7	1	rekreaèní	10150.00	0.00	200.00	9950.00	spokojen	90	80	98	57
22	žena	Brno	16.6153758	49.1921808	ÈR	27.7.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	15	17	28	35
82	muž	Berlín	13.3908886	52.5176189	Nìmecko	27.7.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	spokojen	85	82	88	59
76	žena	Brno	16.6153758	49.1921808	ÈR	27.7.2013	14	2	rekreaèní	40600.00	0.00	200.00	40400.00	nespokojen	22	10	32	35
31	žena	Berlín	13.3908886	52.5176189	Nìmecko	27.7.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	spokojen	87	82	91	53
52	muž	Jihlava	15.5909008	49.3963828	ÈR	27.7.2013	14	4	rekreaèní	81200.00	10080.00	200.00	91080.00	nespokojen	24	26	25	1
44	žena	Berlín	13.3908886	52.5176189	Nìmecko	27.7.2013	7	1	rekreaèní	10150.00	0.00	200.00	9950.00	spokojen	81	83	93	56
52	žena	Brno	16.6153758	49.1921808	ÈR	27.7.2013	14	3	rekreaèní	60900.00	7560.00	200.00	68260.00	nespokojen	23	15	24	9
64	muž	Brno	16.6153758	49.1921808	ÈR	27.7.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	13	23	40	8
74	muž	Berlín	13.3908886	52.5176189	Nìmecko	27.7.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	spokojen	86	68	98	70
28	muž	Brno	16.6153758	49.1921808	ÈR	27.7.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	30	25	22	33
36	žena	Liberec	15.0663036	50.7709239	ÈR	27.7.2013	14	1	rekreaèní	20300.00	2520.00	200.00	22620.00	nespokojen	29	14	28	1
82	žena	Berlín	13.3908886	52.5176189	Nìmecko	27.7.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	spokojen	96	67	85	54
82	muž	Praha	14.4212806	50.0874967	ÈR	29.7.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	27	20	13	9
36	žena	Jihlava	15.5909008	49.3963828	ÈR	29.7.2013	7	2	rekreaèní	20300.00	0.00	200.00	20100.00	nespokojen	14	13	28	9
27	muž	Katovice	19.0241283	50.2592108	Polsko	29.7.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	31	28	32	9
21	muž	Jihlava	15.5909008	49.3963828	ÈR	29.7.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	29	16	21	8
28	muž	Katovice	19.0241283	50.2592108	Polsko	29.7.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	31	13	28	7
68	muž	Mnichov	11.5836375	48.1364669	Nìmecko	30.7.2013	1	2	služební	2900.00	0.00	0.00	2900.00	prùmìr	42	35	63	48
51	muž	Drážïany	13.7397044	51.0497456	Nìmecko	30.7.2013	1	1	služební	1450.00	180.00	0.00	1630.00	prùmìr	49	32	46	93
31	žena	Praha	14.4212806	50.0874967	ÈR	1.8.2013	14	2	rekreaèní	40600.00	0.00	200.00	40400.00	spokojen	91	77	98	46
75	muž	Praha	14.4212806	50.0874967	ÈR	1.8.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	spokojen	91	66	95	48
40	žena	Praha	14.4212806	50.0874967	ÈR	1.8.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	spokojen	93	80	86	55
56	muž	Praha	14.4212806	50.0874967	ÈR	1.8.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	spokojen	86	73	86	61
43	muž	Karlovy Vary	12.8690381	50.2311075	ÈR	1.8.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	spokojen	94	75	92	71
53	muž	Linec	14.2862742	48.3066489	Rakousko	2.8.2013	2	1	rekreaèní	2900.00	360.00	200.00	3060.00	prùmìr	52	21	56	97
72	žena	Linec	14.2862742	48.3066489	Rakousko	2.8.2013	2	4	rekreaèní	11600.00	0.00	200.00	11400.00	prùmìr	53	21	71	48
82	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	2.8.2013	2	1	rekreaèní	2900.00	0.00	200.00	2700.00	nespokojen	24	21	39	2
67	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	2.8.2013	2	2	rekreaèní	5800.00	0.00	200.00	5600.00	nespokojen	38	22	13	35
62	muž	Vídeò	16.3736767	48.2115631	Rakousko	2.8.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	59	35	48	96
44	muž	Linec	14.2862742	48.3066489	Rakousko	2.8.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	43	21	72	82
40	žena	Linec	14.2862742	48.3066489	Rakousko	2.8.2013	2	1	rekreaèní	2900.00	0.00	200.00	2700.00	prùmìr	49	67	58	100
35	muž	Hradec Králové	15.8353464	50.2100194	ÈR	2.8.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	53	68	45	84
60	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	2.8.2013	2	2	rekreaèní	5800.00	0.00	200.00	5600.00	nespokojen	28	18	29	9
36	žena	Linec	14.2862742	48.3066489	Rakousko	2.8.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	59	31	69	99
54	muž	Linec	14.2862742	48.3066489	Rakousko	2.8.2013	2	1	rekreaèní	2900.00	0.00	200.00	2700.00	prùmìr	44	23	45	48
19	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	2.8.2013	2	2	rekreaèní	5800.00	0.00	200.00	5600.00	nespokojen	40	11	26	2
53	žena	Linec	14.2862742	48.3066489	Rakousko	2.8.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	53	30	47	84
51	muž	Jihlava	15.5909008	49.3963828	ÈR	3.8.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	prùmìr	56	68	59	52
51	žena	Jihlava	15.5909008	49.3963828	ÈR	3.8.2013	7	4	rekreaèní	40600.00	0.00	200.00	40400.00	prùmìr	60	58	56	50
41	muž	Vídeò	16.3736767	48.2115631	Rakousko	3.8.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	spokojen	93	65	92	48
22	žena	Berlín	13.3908886	52.5176189	Nìmecko	3.8.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	spokojen	88	92	96	53
75	muž	Katovice	19.0241283	50.2592108	Polsko	5.8.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	13	15	14	4
32	žena	Katovice	19.0241283	50.2592108	Polsko	5.8.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	29	9	14	8
82	žena	Praha	14.4212806	50.0874967	ÈR	8.8.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	spokojen	94	76	84	57
63	žena	Praha	14.4212806	50.0874967	ÈR	8.8.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	spokojen	84	74	95	54
58	muž	Praha	14.4212806	50.0874967	ÈR	8.8.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	spokojen	86	76	83	54
25	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	9.8.2013	2	2	rekreaèní	5800.00	720.00	200.00	6320.00	nespokojen	37	17	14	4
62	žena	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	1	2	rekreaèní	2900.00	0.00	0.00	2900.00	prùmìr	54	21	45	93
22	muž	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	2	3	rekreaèní	8700.00	0.00	200.00	8500.00	prùmìr	57	66	56	97
51	muž	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	1	2	rekreaèní	2900.00	360.00	0.00	3260.00	prùmìr	41	22	48	82
73	žena	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	2	1	rekreaèní	2900.00	360.00	200.00	3060.00	prùmìr	59	36	71	100
76	žena	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	1	1	rekreaèní	1450.00	180.00	0.00	1630.00	prùmìr	50	33	63	94
19	žena	Mnichov	11.5836375	48.1364669	Nìmecko	9.8.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	47	30	59	97
24	žena	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	2	1	rekreaèní	2900.00	360.00	200.00	3060.00	prùmìr	42	57	46	46
73	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	9.8.2013	2	2	rekreaèní	5800.00	0.00	200.00	5600.00	nespokojen	15	11	24	7
41	muž	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	1	4	rekreaèní	5800.00	720.00	0.00	6520.00	prùmìr	52	34	58	52
22	žena	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	2	1	rekreaèní	2900.00	360.00	200.00	3060.00	prùmìr	45	22	62	97
52	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	9.8.2013	2	2	rekreaèní	5800.00	720.00	200.00	6320.00	nespokojen	29	11	21	1
47	žena	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	1	2	rekreaèní	2900.00	0.00	0.00	2900.00	prùmìr	58	29	45	51
79	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	9.8.2013	2	2	rekreaèní	5800.00	0.00	200.00	5600.00	nespokojen	24	26	14	34
31	žena	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	1	4	rekreaèní	5800.00	720.00	0.00	6520.00	prùmìr	46	33	61	81
52	muž	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	2	1	rekreaèní	2900.00	360.00	200.00	3060.00	prùmìr	41	65	62	46
77	muž	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	1	2	rekreaèní	2900.00	0.00	0.00	2900.00	prùmìr	41	29	71	46
55	žena	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	1	2	rekreaèní	2900.00	360.00	0.00	3260.00	prùmìr	57	24	56	99
49	muž	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	2	1	rekreaèní	2900.00	0.00	200.00	2700.00	prùmìr	47	57	63	84
51	muž	Mnichov	11.5836375	48.1364669	Nìmecko	9.8.2013	2	2	rekreaèní	5800.00	720.00	200.00	6320.00	nespokojen	32	20	22	33
33	muž	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	1	1	rekreaèní	1450.00	180.00	0.00	1630.00	prùmìr	47	33	71	46
64	muž	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	2	1	rekreaèní	2900.00	360.00	200.00	3060.00	prùmìr	60	67	54	97
62	žena	Mnichov	11.5836375	48.1364669	Nìmecko	9.8.2013	2	2	rekreaèní	5800.00	720.00	200.00	6320.00	nespokojen	21	18	29	1
22	žena	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	1	2	rekreaèní	2900.00	360.00	0.00	3260.00	prùmìr	57	23	57	93
51	muž	Jihlava	15.5909008	49.3963828	ÈR	10.8.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	prùmìr	56	57	57	81
67	žena	Jihlava	15.5909008	49.3963828	ÈR	10.8.2013	7	2	rekreaèní	20300.00	2520.00	200.00	22620.00	prùmìr	50	33	64	96
36	muž	Jihlava	15.5909008	49.3963828	ÈR	10.8.2013	7	4	rekreaèní	40600.00	0.00	200.00	40400.00	prùmìr	48	58	71	84
78	žena	Jihlava	15.5909008	49.3963828	ÈR	10.8.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	prùmìr	53	23	58	51
21	muž	Katovice	19.0241283	50.2592108	Polsko	10.8.2013	7	4	rekreaèní	40600.00	0.00	200.00	40400.00	prùmìr	56	65	57	47
30	muž	Jihlava	15.5909008	49.3963828	ÈR	10.8.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	prùmìr	53	65	70	94
35	žena	Jihlava	15.5909008	49.3963828	ÈR	10.8.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	prùmìr	42	68	53	93
19	žena	Jihlava	15.5909008	49.3963828	ÈR	10.8.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	prùmìr	45	21	55	97
51	žena	Katovice	19.0241283	50.2592108	Polsko	12.8.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	32	28	24	3
65	muž	Vídeò	16.3736767	48.2115631	Rakousko	13.8.2013	1	3	služební	4350.00	540.00	0.00	4890.00	prùmìr	41	65	54	81
35	muž	Mnichov	11.5836375	48.1364669	Nìmecko	13.8.2013	1	1	služební	1450.00	180.00	0.00	1630.00	prùmìr	41	65	70	52
46	žena	Mnichov	11.5836375	48.1364669	Nìmecko	13.8.2013	1	1	služební	1450.00	0.00	0.00	1450.00	prùmìr	60	60	69	81
19	žena	Linec	14.2862742	48.3066489	Rakousko	16.8.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	53	31	48	98
30	muž	Mnichov	11.5836375	48.1364669	Nìmecko	20.8.2013	1	2	služební	2900.00	360.00	0.00	3260.00	prùmìr	57	24	58	47
58	žena	Mnichov	11.5836375	48.1364669	Nìmecko	20.8.2013	1	1	služební	1450.00	180.00	0.00	1630.00	prùmìr	57	65	69	82
51	žena	Mnichov	11.5836375	48.1364669	Nìmecko	20.8.2013	1	1	služební	1450.00	0.00	0.00	1450.00	prùmìr	60	65	60	51
72	žena	Mnichov	11.5836375	48.1364669	Nìmecko	20.8.2013	1	1	služební	1450.00	0.00	0.00	1450.00	prùmìr	50	60	54	95
30	žena	Kladno	14.1022533	50.1484586	ÈR	21.8.2013	1	1	služební	1450.00	180.00	0.00	1630.00	prùmìr	56	67	64	95
72	žena	Kladno	14.1022533	50.1484586	ÈR	21.8.2013	1	1	služební	1450.00	180.00	0.00	1630.00	prùmìr	50	33	60	84
28	muž	Mnichov	11.5836375	48.1364669	Nìmecko	27.8.2013	1	1	služební	1450.00	180.00	0.00	1630.00	prùmìr	47	58	70	46
69	žena	Kladno	14.1022533	50.1484586	ÈR	28.8.2013	1	1	služební	1450.00	180.00	0.00	1630.00	prùmìr	56	30	63	49
36	žena	Kladno	14.1022533	50.1484586	ÈR	28.8.2013	1	1	služební	1450.00	180.00	0.00	1630.00	prùmìr	55	58	69	51
66	muž	Kladno	14.1022533	50.1484586	ÈR	28.8.2013	1	2	služební	2900.00	360.00	0.00	3260.00	prùmìr	49	33	56	93
75	žena	Kladno	14.1022533	50.1484586	ÈR	28.8.2013	1	3	služební	4350.00	0.00	0.00	4350.00	prùmìr	57	32	62	97
62	muž	Kladno	14.1022533	50.1484586	ÈR	28.8.2013	1	1	služební	1450.00	180.00	0.00	1630.00	prùmìr	55	33	55	96
37	žena	Kladno	14.1022533	50.1484586	ÈR	28.8.2013	1	3	služební	4350.00	540.00	0.00	4890.00	prùmìr	52	67	63	52
41	muž	Kladno	14.1022533	50.1484586	ÈR	28.8.2013	1	1	služební	1450.00	0.00	0.00	1450.00	prùmìr	48	22	71	49
29	muž	Kladno	14.1022533	50.1484586	ÈR	28.8.2013	1	1	služební	1450.00	180.00	0.00	1630.00	prùmìr	50	59	71	84
24	žena	Brno	16.6153758	49.1921808	ÈR	3.9.2013	14	4	rekreaèní	81200.00	0.00	200.00	81000.00	prùmìr	49	30	46	51
56	žena	Gdaòsk	18.6560864	54.3482911	Polsko	10.9.2013	14	4	rekreaèní	81200.00	0.00	200.00	81000.00	prùmìr	59	30	55	50
56	žena	Gdaòsk	18.6560864	54.3482911	Polsko	10.9.2013	14	2	rekreaèní	40600.00	0.00	200.00	40400.00	prùmìr	60	65	46	51
22	muž	Gdaòsk	18.6560864	54.3482911	Polsko	10.9.2013	14	1	rekreaèní	20300.00	0.00	200.00	20100.00	prùmìr	60	60	54	93
55	žena	Gdaòsk	18.6560864	54.3482911	Polsko	10.9.2013	14	4	rekreaèní	81200.00	0.00	200.00	81000.00	prùmìr	43	31	60	94
60	žena	Gdaòsk	18.6560864	54.3482911	Polsko	10.9.2013	14	4	rekreaèní	81200.00	0.00	200.00	81000.00	prùmìr	45	32	63	98
43	žena	Gdaòsk	18.6560864	54.3482911	Polsko	10.9.2013	14	2	rekreaèní	40600.00	0.00	200.00	40400.00	prùmìr	45	66	62	50
54	žena	Gdaòsk	18.6560864	54.3482911	Polsko	10.9.2013	14	4	rekreaèní	81200.00	0.00	200.00	81000.00	prùmìr	49	57	46	46
30	žena	Gdaòsk	18.6560864	54.3482911	Polsko	10.9.2013	14	3	rekreaèní	60900.00	0.00	200.00	60700.00	prùmìr	60	34	70	96
35	muž	Praha	14.4212806	50.0874967	ÈR	17.9.2013	14	1	rekreaèní	20300.00	0.00	200.00	20100.00	prùmìr	54	60	46	45
80	žena	Salzburg	13.0475658	47.798095	Rakousko	3.10.2013	1	4	služební	5800.00	0.00	0.00	5800.00	prùmìr	44	24	72	84
43	muž	Zlín	17.6700633	49.2280669	ÈR	3.10.2013	1	3	služební	4350.00	0.00	0.00	4350.00	nespokojen	13	24	16	36
54	žena	Karlovy Vary	12.8690381	50.2311075	ÈR	4.10.2013	2	1	rekreaèní	2900.00	0.00	200.00	2700.00	nespokojen	27	24	26	17
79	muž	Drážïany	13.7397044	51.0497456	Nìmecko	5.10.2013	7	3	rekreaèní	30450.00	0.00	600.00	29850.00	prùmìr	49	31	72	83
50	muž	Liberec	15.0663036	50.7709239	ÈR	5.10.2013	21	2	rekreaèní	60900.00	0.00	1400.00	59500.00	nespokojen	31	23	30	8
60	žena	Drážïany	13.7397044	51.0497456	Nìmecko	5.10.2013	7	3	rekreaèní	30450.00	0.00	600.00	29850.00	prùmìr	54	24	57	82
67	žena	Drážïany	13.7397044	51.0497456	Nìmecko	5.10.2013	7	3	rekreaèní	30450.00	0.00	600.00	29850.00	prùmìr	60	22	69	48
54	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	5.10.2013	21	4	rekreaèní	121800.00	0.00	1400.00	120400.00	nespokojen	23	26	14	5
77	muž	Salzburg	13.0475658	47.798095	Rakousko	10.10.2013	1	4	služební	5800.00	0.00	0.00	5800.00	prùmìr	44	35	48	82
23	žena	Varšava	21.0099069	52.2342533	Polsko	10.10.2013	1	3	služební	4350.00	0.00	0.00	4350.00	nespokojen	22	12	40	12
51	muž	Salzburg	13.0475658	47.798095	Rakousko	10.10.2013	1	4	služební	5800.00	0.00	0.00	5800.00	prùmìr	42	35	45	93
20	žena	Varšava	21.0099069	52.2342533	Polsko	10.10.2013	1	2	služební	2900.00	0.00	0.00	2900.00	nespokojen	32	14	15	8
51	muž	Zlín	17.6700633	49.2280669	ÈR	10.10.2013	1	4	služební	5800.00	0.00	0.00	5800.00	prùmìr	46	21	46	98
19	žena	Varšava	21.0099069	52.2342533	Polsko	10.10.2013	1	3	služební	4350.00	0.00	0.00	4350.00	nespokojen	21	10	30	19
51	žena	Salzburg	13.0475658	47.798095	Rakousko	10.10.2013	1	1	služební	1450.00	0.00	0.00	1450.00	prùmìr	49	30	47	51
64	muž	Varšava	21.0099069	52.2342533	Polsko	10.10.2013	1	3	služební	4350.00	0.00	0.00	4350.00	nespokojen	30	23	27	19
63	muž	Salzburg	13.0475658	47.798095	Rakousko	10.10.2013	1	4	služební	5800.00	0.00	0.00	5800.00	prùmìr	43	30	57	82
58	muž	Varšava	21.0099069	52.2342533	Polsko	10.10.2013	1	3	služební	4350.00	0.00	0.00	4350.00	nespokojen	32	12	16	33
76	muž	Varšava	21.0099069	52.2342533	Polsko	10.10.2013	1	3	služební	4350.00	0.00	0.00	4350.00	nespokojen	29	14	13	6
58	žena	Salzburg	13.0475658	47.798095	Rakousko	10.10.2013	1	4	služební	5800.00	0.00	0.00	5800.00	prùmìr	47	21	61	51
36	žena	Salzburg	13.0475658	47.798095	Rakousko	10.10.2013	1	2	služební	2900.00	0.00	0.00	2900.00	prùmìr	41	31	55	81
53	žena	Varšava	21.0099069	52.2342533	Polsko	10.10.2013	1	4	služební	5800.00	0.00	0.00	5800.00	nespokojen	29	25	15	6
41	žena	Praha	14.4212806	50.0874967	ÈR	11.10.2013	2	2	rekreaèní	5800.00	0.00	200.00	5600.00	prùmìr	50	67	69	52
58	muž	Vídeò	16.3736767	48.2115631	Rakousko	11.10.2013	2	1	rekreaèní	2900.00	0.00	200.00	2700.00	nespokojen	28	23	29	10
38	žena	Vídeò	16.3736767	48.2115631	Rakousko	11.10.2013	2	2	rekreaèní	5800.00	0.00	200.00	5600.00	nespokojen	25	21	28	35
82	muž	Vídeò	16.3736767	48.2115631	Rakousko	11.10.2013	2	1	rekreaèní	2900.00	0.00	200.00	2700.00	nespokojen	16	22	27	10
70	muž	Vídeò	16.3736767	48.2115631	Rakousko	11.10.2013	2	1	rekreaèní	2900.00	0.00	200.00	2700.00	nespokojen	14	10	13	34
60	žena	Vídeò	16.3736767	48.2115631	Rakousko	11.10.2013	2	1	rekreaèní	2900.00	0.00	200.00	2700.00	nespokojen	27	20	39	17
67	muž	Vídeò	16.3736767	48.2115631	Rakousko	11.10.2013	2	1	rekreaèní	2900.00	0.00	200.00	2700.00	nespokojen	27	19	31	34
74	muž	Vídeò	16.3736767	48.2115631	Rakousko	11.10.2013	2	1	rekreaèní	2900.00	0.00	200.00	2700.00	nespokojen	14	18	21	4
70	žena	Drážïany	13.7397044	51.0497456	Nìmecko	12.10.2013	7	2	rekreaèní	20300.00	0.00	600.00	19700.00	prùmìr	53	59	47	82
30	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	12.10.2013	21	3	rekreaèní	91350.00	0.00	1400.00	89950.00	nespokojen	26	13	32	18
79	žena	Drážïany	13.7397044	51.0497456	Nìmecko	12.10.2013	7	2	rekreaèní	20300.00	0.00	600.00	19700.00	prùmìr	41	29	47	52
55	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	12.10.2013	21	4	rekreaèní	121800.00	0.00	1400.00	120400.00	nespokojen	23	25	29	35
75	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	12.10.2013	21	4	rekreaèní	121800.00	0.00	1400.00	120400.00	nespokojen	32	25	26	17
34	žena	Mnichov	11.5836375	48.1364669	Nìmecko	12.10.2013	21	2	rekreaèní	60900.00	0.00	1400.00	59500.00	nespokojen	29	24	39	8
56	muž	Mnichov	11.5836375	48.1364669	Nìmecko	12.10.2013	7	1	rekreaèní	10150.00	0.00	600.00	9550.00	spokojen	93	74	99	72
39	žena	Drážïany	13.7397044	51.0497456	Nìmecko	12.10.2013	7	2	rekreaèní	20300.00	0.00	600.00	19700.00	prùmìr	58	34	47	98
70	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	12.10.2013	21	4	rekreaèní	121800.00	0.00	1400.00	120400.00	nespokojen	15	13	21	17
70	muž	Nitra	18.0902903	48.3139558	Slovensko	12.10.2013	7	4	rekreaèní	40600.00	0.00	600.00	40000.00	nespokojen	29	21	30	7
