HAge	HNationality	HPersons	HRoom	HVisitFrom	HNights	HPrice	HVisitType	WSky	WTempAvg	XEUR
57	SK	1	310	18.9.2013 0:00:00	14	20300.00	Tourist	Cloudy	20.00	25.81
19	SK	2	230	18.9.2013 0:00:00	14	40600.00	Tourist	Cloudy	20.00	25.81
42	SK	1	230	18.9.2013 0:00:00	2	2900.00	Tourist	Cloudy	20.00	25.81
60	SK	1	220	19.9.2013 0:00:00	2	2900.00	Tourist	Cloudy	24.90	25.73
68	SK	2	130	20.9.2013 0:00:00	1	2900.00	Business	Rain/Snow	18.90	25.82
56	GE	2	130	20.9.2013 0:00:00	21	60900.00	Tourist	Cloudy	18.90	25.82
18	CZ	2	130	21.9.2013 0:00:00	1	2900.00	Business	Sunny	13.70	25.82
30	CZ	1	310	22.9.2013 0:00:00	2	2900.00	Tourist	Sunny	13.10	25.82
30	SK	1	220	23.9.2013 0:00:00	2	2900.00	Tourist	Sunny	13.80	25.92
37	AT	1	130	23.9.2013 0:00:00	7	10150.00	Tourist	Cloudy	13.80	25.92
58	CZ	1	220	24.9.2013 0:00:00	3	4350.00	Tourist	Cloudy	14.90	25.93
21	CZ	1	120	25.9.2013 0:00:00	2	2900.00	Tourist	Rain/Snow	15.30	25.88
65	CZ	1	220	26.9.2013 0:00:00	21	30450.00	Tourist	Sunny	16.90	25.81
73	PL	2	210	27.9.2013 0:00:00	14	40600.00	Tourist	Sunny	18.50	25.69
22	PL	2	320	27.9.2013 0:00:00	14	40600.00	Tourist	Sunny	18.50	25.69
48	SK	3	230	28.9.2013 0:00:00	14	60900.00	Business	Rain/Snow	20.40	25.69
38	SK	2	230	29.9.2013 0:00:00	7	20300.00	Tourist	Cloudy	13.90	25.69
38	CZ	2	210	30.9.2013 0:00:00	2	5800.00	Tourist	Cloudy	14.50	25.73
71	CZ	3	210	30.9.2013 0:00:00	3	13050.00	Tourist	Cloudy	14.50	25.73
49	SK	1	210	3.10.2013 0:00:00	14	20300.00	Business	Cloudy	19.70	25.56
52	CZ	4	120	4.10.2013 0:00:00	1	5800.00	Tourist	Cloudy	19.60	25.56
47	CZ	4	110	5.10.2013 0:00:00	1	5800.00	Tourist	Sunny	19.60	25.56
76	SK	1	110	5.10.2013 0:00:00	2	2900.00	Tourist	Sunny	19.60	25.56
79	SK	1	210	6.10.2013 0:00:00	2	2900.00	Tourist	Cloudy	10.80	25.56
23	AT	2	310	7.10.2013 0:00:00	14	40600.00	Tourist	Sunny	12.00	25.51
58	CZ	2	310	7.10.2013 0:00:00	2	5800.00	Tourist	Cloudy	12.00	25.51
40	SK	3	130	7.10.2013 0:00:00	7	30450.00	Tourist	Rain/Snow	12.00	25.51
41	CZ	1	130	7.10.2013 0:00:00	14	20300.00	Business	Cloudy	12.00	25.51
62	CZ	1	240	8.10.2013 0:00:00	7	10150.00	Tourist	Sunny	14.70	25.52
27	CZ	1	220	9.10.2013 0:00:00	7	10150.00	Tourist	Sunny	14.30	25.61
30	CZ	2	230	9.10.2013 0:00:00	14	40600.00	Tourist	Cloudy	14.30	25.61
41	AT	2	240	11.10.2013 0:00:00	1	2900.00	Business	Rain/Snow	17.80	25.53
74	CZ	1	210	12.10.2013 0:00:00	2	2900.00	Tourist	Cloudy	16.20	25.53
61	SK	2	210	12.10.2013 0:00:00	14	40600.00	Tourist	Sunny	16.20	25.53
45	GE	1	130	12.10.2013 0:00:00	2	2900.00	Tourist	Sunny	16.20	25.53
78	SK	1	320	13.10.2013 0:00:00	4	5800.00	Business	Cloudy	10.20	25.53
72	SK	2	220	14.10.2013 0:00:00	1	2900.00	Tourist	Cloudy	10.90	25.55
25	SK	2	210	14.10.2013 0:00:00	2	5800.00	Tourist	Rain/Snow	10.90	25.55
68	CZ	4	110	15.10.2013 0:00:00	62	359600.00	Tourist	Rain/Snow	13.60	25.61
46	GE	2	210	15.10.2013 0:00:00	7	20300.00	Tourist	Sunny	13.60	25.61
41	PL	2	130	15.10.2013 0:00:00	4	11600.00	Tourist	Cloudy	13.60	25.61
54	CZ	2	320	15.10.2013 0:00:00	2	5800.00	Tourist	Rain/Snow	13.60	25.61
69	GE	3	320	16.10.2013 0:00:00	2	8700.00	Business	Sunny	9.60	25.68
54	SK	2	210	16.10.2013 0:00:00	7	20300.00	Tourist	Sunny	9.60	25.68
72	GE	3	240	16.10.2013 0:00:00	2	8700.00	Tourist	Sunny	9.60	25.68
49	AT	2	230	16.10.2013 0:00:00	14	40600.00	Tourist	Rain/Snow	9.60	25.68
79	CZ	1	240	17.10.2013 0:00:00	2	2900.00	Business	Sunny	8.10	25.70
63	GE	2	110	18.10.2013 0:00:00	21	60900.00	Tourist	Cloudy	5.70	25.78
56	PL	1	310	19.10.2013 0:00:00	21	30450.00	Tourist	Cloudy	7.00	25.78
72	GE	2	310	21.10.2013 0:00:00	2	5800.00	Tourist	Rain/Snow	5.70	25.81
51	GE	1	110	22.10.2013 0:00:00	14	20300.00	Business	Rain/Snow	0.40	25.73
20	GE	1	240	22.10.2013 0:00:00	2	2900.00	Tourist	Rain/Snow	0.40	25.73
79	SK	1	230	23.10.2013 0:00:00	1	1450.00	Tourist	Rain/Snow	2.40	25.82
52	SK	1	220	23.10.2013 0:00:00	1	1450.00	Tourist	Rain/Snow	2.40	25.82
56	SK	2	110	24.10.2013 0:00:00	2	5800.00	Tourist	Rain/Snow	2.10	25.77
33	SK	1	240	24.10.2013 0:00:00	7	10150.00	Business	Rain/Snow	2.10	25.77
68	GE	3	210	25.10.2013 0:00:00	2	8700.00	Tourist	Rain/Snow	4.60	25.75
26	SK	2	310	26.10.2013 0:00:00	7	20300.00	Tourist	Cloudy	6.50	25.75
36	SK	2	320	27.10.2013 0:00:00	8	23200.00	Tourist	Sunny	4.20	25.75
70	CZ	3	220	27.10.2013 0:00:00	21	91350.00	Tourist	Cloudy	4.20	25.75
68	CZ	2	110	28.10.2013 0:00:00	7	20300.00	Tourist	Sunny	6.00	25.75
20	SK	2	220	29.10.2013 0:00:00	7	20300.00	Tourist	Rain/Snow	8.60	25.75
43	CZ	1	120	30.10.2013 0:00:00	7	10150.00	Tourist	Rain/Snow	12.20	25.75
18	CZ	1	240	30.10.2013 0:00:00	7	10150.00	Tourist	Sunny	12.20	25.75
45	CZ	3	130	1.11.2013 0:00:00	21	91350.00	Tourist	Rain/Snow	7.00	25.85
63	PL	1	310	2.11.2013 0:00:00	1	1450.00	Tourist	Sunny	4.80	25.85
41	CZ	2	240	2.11.2013 0:00:00	14	40600.00	Tourist	Rain/Snow	4.80	25.85
44	SK	1	120	3.11.2013 0:00:00	21	30450.00	Tourist	Sunny	4.70	25.85
44	GE	1	130	3.11.2013 0:00:00	7	10150.00	Tourist	Rain/Snow	4.70	25.85
72	CZ	2	240	3.11.2013 0:00:00	7	20300.00	Business	Rain/Snow	4.70	25.85
47	SK	1	210	3.11.2013 0:00:00	2	2900.00	Tourist	Rain/Snow	4.70	25.85
81	SK	3	220	4.11.2013 0:00:00	14	60900.00	Tourist	Cloudy	4.50	25.84
44	AT	3	230	4.11.2013 0:00:00	7	30450.00	Tourist	Cloudy	4.50	25.84
73	SK	1	320	4.11.2013 0:00:00	14	20300.00	Tourist	Cloudy	4.50	25.84
75	SK	1	240	6.11.2013 0:00:00	2	2900.00	Tourist	Sunny	7.90	25.79
68	PL	4	310	6.11.2013 0:00:00	1	5800.00	Business	Rain/Snow	7.90	25.79
69	CZ	1	120	7.11.2013 0:00:00	7	10150.00	Tourist	Rain/Snow	1.10	26.85
62	CZ	1	130	9.11.2013 0:00:00	14	20300.00	Tourist	Sunny	9.10	26.97
41	SK	4	220	10.11.2013 0:00:00	2	11600.00	Tourist	Sunny	4.40	26.97
70	CZ	1	110	10.11.2013 0:00:00	7	10150.00	Tourist	Rain/Snow	4.40	26.97
69	SK	2	310	11.11.2013 0:00:00	14	40600.00	Business	Sunny	2.50	27.00
76	SK	2	120	12.11.2013 0:00:00	1	2900.00	Tourist	Cloudy	-4.30	27.01
39	SK	2	320	14.11.2013 0:00:00	7	20300.00	Tourist	Rain/Snow	3.40	27.17
67	CZ	1	240	15.11.2013 0:00:00	1	1450.00	Tourist	Cloudy	4.90	27.15
32	SK	1	230	15.11.2013 0:00:00	21	30450.00	Tourist	Sunny	4.90	27.15
76	CZ	3	120	16.11.2013 0:00:00	5	21750.00	Business	Cloudy	10.70	27.15
76	PL	3	240	16.11.2013 0:00:00	14	60900.00	Business	Sunny	10.70	27.15
28	GE	1	240	17.11.2013 0:00:00	21	30450.00	Tourist	Cloudy	12.50	27.15
73	GE	1	240	17.11.2013 0:00:00	7	10150.00	Tourist	Cloudy	12.50	27.15
24	CZ	2	120	17.11.2013 0:00:00	62	179800.00	Business	Rain/Snow	12.50	27.15
61	AT	3	120	18.11.2013 0:00:00	21	91350.00	Tourist	Cloudy	2.70	27.13
49	SK	2	110	18.11.2013 0:00:00	1	2900.00	Business	Rain/Snow	2.70	27.13
61	CZ	1	130	19.11.2013 0:00:00	7	10150.00	Tourist	Sunny	0.30	27.35
58	CZ	1	130	20.11.2013 0:00:00	2	2900.00	Tourist	Cloudy	2.90	27.33
68	CZ	1	130	22.11.2013 0:00:00	2	2900.00	Business	Sunny	1.30	27.25
46	CZ	2	240	23.11.2013 0:00:00	1	2900.00	Business	Cloudy	-6.30	27.25
48	SK	4	220	23.11.2013 0:00:00	14	81200.00	Tourist	Cloudy	-6.30	27.25
69	GE	1	230	25.11.2013 0:00:00	2	2900.00	Tourist	Cloudy	-2.80	27.27
72	PL	1	120	27.11.2013 0:00:00	7	10150.00	Tourist	Cloudy	-7.60	27.34
53	GE	2	110	27.11.2013 0:00:00	1	2900.00	Tourist	Rain/Snow	-7.60	27.34
36	AT	2	240	28.11.2013 0:00:00	7	20300.00	Tourist	Cloudy	-3.90	27.35
33	CZ	1	220	29.11.2013 0:00:00	21	30450.00	Tourist	Sunny	-3.90	27.39
60	GE	1	240	29.11.2013 0:00:00	21	30450.00	Tourist	Cloudy	-3.90	27.39
48	CZ	1	230	29.11.2013 0:00:00	8	11600.00	Tourist	Rain/Snow	-3.90	27.39
52	CZ	2	310	29.11.2013 0:00:00	1	2900.00	Tourist	Rain/Snow	-3.90	27.39
45	GE	1	320	29.11.2013 0:00:00	14	20300.00	Tourist	Cloudy	-3.90	27.39
25	CZ	1	210	30.11.2013 0:00:00	6	8700.00	Business	Rain/Snow	2.10	27.39
22	GE	1	310	1.12.2013 0:00:00	1	1450.00	Tourist	Rain/Snow	1.40	27.39
57	CZ	2	110	1.12.2013 0:00:00	3	8700.00	Tourist	Sunny	1.40	27.39
63	SK	4	210	1.12.2013 0:00:00	14	81200.00	Tourist	Cloudy	1.40	27.39
68	GE	4	210	2.12.2013 0:00:00	14	81200.00	Tourist	Cloudy	2.80	27.41
35	CZ	2	310	2.12.2013 0:00:00	14	40600.00	Tourist	Cloudy	2.80	27.41
24	PL	1	130	3.12.2013 0:00:00	21	30450.00	Tourist	Rain/Snow	2.90	27.46
50	SK	1	230	3.12.2013 0:00:00	14	20300.00	Business	Sunny	2.90	27.46
71	CZ	1	220	4.12.2013 0:00:00	14	20300.00	Tourist	Sunny	3.10	27.45
42	CZ	3	110	6.12.2013 0:00:00	2	8700.00	Tourist	Sunny	-9.10	27.49
29	CZ	1	220	7.12.2013 0:00:00	7	10150.00	Business	Cloudy	-11.30	27.49
33	CZ	1	210	8.12.2013 0:00:00	2	2900.00	Tourist	Sunny	-6.80	27.49
75	SK	1	230	9.12.2013 0:00:00	14	20300.00	Tourist	Cloudy	-10.60	27.50
81	SK	2	110	9.12.2013 0:00:00	21	60900.00	Business	Rain/Snow	-10.60	27.50
80	CZ	1	230	11.12.2013 0:00:00	2	2900.00	Tourist	Sunny	-12.00	27.43
75	CZ	2	310	11.12.2013 0:00:00	2	5800.00	Tourist	Cloudy	-12.00	27.43
66	GE	2	210	12.12.2013 0:00:00	14	40600.00	Business	Rain/Snow	-14.50	27.48
79	CZ	4	220	12.12.2013 0:00:00	21	121800.00	Business	Sunny	-14.50	27.48
74	CZ	1	220	14.12.2013 0:00:00	14	20300.00	Tourist	Cloudy	-2.70	27.54
80	CZ	1	320	14.12.2013 0:00:00	14	20300.00	Tourist	Rain/Snow	-2.70	27.54
67	SK	3	320	14.12.2013 0:00:00	14	60900.00	Tourist	Sunny	-2.70	27.54
57	GE	2	320	15.12.2013 0:00:00	7	20300.00	Tourist	Sunny	-11.00	27.54
77	CZ	2	310	21.12.2013 0:00:00	14	40600.00	Tourist	Sunny	-0.80	27.66
20	SK	1	130	22.12.2013 0:00:00	2	2900.00	Tourist	Rain/Snow	-1.90	27.66
77	PL	1	210	22.12.2013 0:00:00	21	30450.00	Tourist	Rain/Snow	-1.90	27.66
31	SK	2	130	22.12.2013 0:00:00	14	40600.00	Tourist	Rain/Snow	-1.90	27.66
25	SK	3	130	24.12.2013 0:00:00	1	4350.00	Tourist	Sunny	-15.70	27.57
21	CZ	2	320	27.12.2013 0:00:00	7	20300.00	Tourist	Cloudy	-1.10	27.44
57	PL	4	310	28.12.2013 0:00:00	1	5800.00	Tourist	Cloudy	2.40	27.44
43	PL	2	240	28.12.2013 0:00:00	14	40600.00	Tourist	Rain/Snow	2.40	27.44
50	CZ	2	230	29.12.2013 0:00:00	7	20300.00	Tourist	Cloudy	-3.30	27.44
57	CZ	3	130	29.12.2013 0:00:00	21	91350.00	Tourist	Rain/Snow	-3.30	27.44
70	CZ	4	220	30.12.2013 0:00:00	8	46400.00	Tourist	Cloudy	-15.60	27.45
29	PL	2	320	31.12.2013 0:00:00	14	40600.00	Tourist	Sunny	-14.40	27.43
21	GE	2	310	31.12.2013 0:00:00	14	40600.00	Tourist	Rain/Snow	-14.40	27.43
21	SK	1	110	31.12.2013 0:00:00	21	30450.00	Tourist	Cloudy	-14.40	27.43
