HVek	HPohlavi	HMesto	HMesto_X	HMesto_Y	HStat	PPobytOd	PNoci	POsob	PTypPobytu	PCenaUbytovani	PCenaStrava	PCenaSleva	PCenaCelkem	DHodnoceni	DUbytovani	DStrava	DPersonal	DZabava	MTeplota	MObloha	SEUR
19	muž	Pardubice	15.780415	50.0409775	ÈR	1.6.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	prùmìr	49	58	56	51	19.5	srážky	25.71
38	muž	Vídeò	16.3736767	48.2115631	Rakousko	1.6.2013	7	2	rekreaèní	20300.00	2520.00	200.00	22620.00	prùmìr	47	33	58	98	19.5	srážky	25.71
73	žena	Pardubice	15.780415	50.0409775	ÈR	1.6.2013	7	3	rekreaèní	30450.00	3780.00	200.00	34030.00	prùmìr	42	33	69	49	19.5	srážky	25.71
35	muž	Ústí nad Labem	14.0390819	50.6700692	ÈR	4.6.2013	1	2	služební	2900.00	360.00	0.00	3260.00	prùmìr	50	36	45	45	12.1	sluneèno	25.78
43	muž	Brno	16.6153758	49.1921808	ÈR	5.6.2013	1	1	služební	1450.00	180.00	0.00	1630.00	nespokojen	27	13	39	10	11.7	srážky	25.86
56	žena	Drážïany	13.7397044	51.0497456	Nìmecko	5.6.2013	7	2	rekreaèní	20300.00	2520.00	200.00	22620.00	nespokojen	39	25	32	17	11.7	srážky	25.86
18	muž	Drážïany	13.7397044	51.0497456	Nìmecko	5.6.2013	7	2	rekreaèní	20300.00	0.00	200.00	20100.00	nespokojen	13	12	31	10	11.7	srážky	25.86
27	žena	Salzburg	13.0475658	47.798095	Rakousko	7.6.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	nespokojen	29	17	22	17	15.6	srážky	25.57
35	žena	Vídeò	16.3736767	48.2115631	Rakousko	8.6.2013	7	3	rekreaèní	30450.00	0.00	200.00	30250.00	prùmìr	59	30	55	98	17.1	zataženo	25.57
70	žena	Pardubice	15.780415	50.0409775	ÈR	8.6.2013	7	3	rekreaèní	30450.00	0.00	200.00	30250.00	prùmìr	45	24	70	84	17.1	zataženo	25.57
66	muž	Ústí nad Labem	14.0390819	50.6700692	ÈR	11.6.2013	1	2	služební	2900.00	360.00	0.00	3260.00	prùmìr	51	22	71	52	21.8	zataženo	25.61
76	muž	Ústí nad Labem	14.0390819	50.6700692	ÈR	11.6.2013	1	2	služební	2900.00	360.00	0.00	3260.00	prùmìr	46	68	53	100	21.8	zataženo	25.61
25	muž	Ústí nad Labem	14.0390819	50.6700692	ÈR	11.6.2013	1	2	služební	2900.00	360.00	0.00	3260.00	prùmìr	48	68	64	47	21.8	zataženo	25.61
56	žena	Ústí nad Labem	14.0390819	50.6700692	ÈR	11.6.2013	1	2	služební	2900.00	360.00	0.00	3260.00	prùmìr	45	60	59	93	21.8	zataženo	25.61
54	žena	Mnichov	11.5836375	48.1364669	Nìmecko	15.6.2013	7	1	rekreaèní	10150.00	0.00	200.00	9950.00	nespokojen	13	11	38	18	20.8	sluneèno	25.72
35	žena	Bratislava	17.1097606	48.1547933	Slovensko	18.6.2013	1	2	služební	2900.00	360.00	0.00	3260.00	nespokojen	13	24	32	19	17.2	sluneèno	25.68
22	žena	Ústí nad Labem	14.0390819	50.6700692	ÈR	18.6.2013	1	2	služební	2900.00	360.00	0.00	3260.00	prùmìr	54	34	72	97	17.2	sluneèno	25.68
19	žena	Ústí nad Labem	14.0390819	50.6700692	ÈR	18.6.2013	1	2	služební	2900.00	360.00	0.00	3260.00	prùmìr	56	29	70	52	17.2	sluneèno	25.68
28	žena	Ústí nad Labem	14.0390819	50.6700692	ÈR	18.6.2013	1	2	služební	2900.00	360.00	0.00	3260.00	prùmìr	49	34	72	93	17.2	sluneèno	25.68
33	muž	Ústí nad Labem	14.0390819	50.6700692	ÈR	18.6.2013	1	2	služební	2900.00	360.00	0.00	3260.00	prùmìr	54	34	54	93	17.2	sluneèno	25.68
75	muž	Brno	16.6153758	49.1921808	ÈR	19.6.2013	1	1	služební	1450.00	180.00	0.00	1630.00	nespokojen	15	17	38	18	18.7	zataženo	25.68
21	muž	Brno	16.6153758	49.1921808	ÈR	19.6.2013	1	1	služební	1450.00	0.00	0.00	1450.00	nespokojen	24	10	27	36	18.7	zataženo	25.68
34	žena	Jihlava	15.5909008	49.3963828	ÈR	19.6.2013	1	2	služební	2900.00	360.00	0.00	3260.00	nespokojen	31	21	27	6	18.7	zataženo	25.68
22	muž	Brno	16.6153758	49.1921808	ÈR	19.6.2013	1	1	služební	1450.00	0.00	0.00	1450.00	nespokojen	39	25	27	1	18.7	zataženo	25.68
76	muž	Brno	16.6153758	49.1921808	ÈR	19.6.2013	1	1	služební	1450.00	180.00	0.00	1630.00	nespokojen	25	22	40	6	18.7	zataženo	25.68
60	muž	Brno	16.6153758	49.1921808	ÈR	19.6.2013	1	3	služební	4350.00	540.00	0.00	4890.00	nespokojen	25	12	15	34	18.7	zataženo	25.68
79	muž	Liberec	15.0663036	50.7709239	ÈR	21.6.2013	14	1	rekreaèní	20300.00	2520.00	200.00	22620.00	prùmìr	52	67	56	83	22.7	zataženo	25.82
82	muž	Linec	14.2862742	48.3066489	Rakousko	21.6.2013	14	4	služební	81200.00	10080.00	200.00	91080.00	prùmìr	51	59	59	94	22.7	zataženo	25.82
76	žena	Mnichov	11.5836375	48.1364669	Nìmecko	22.6.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	nespokojen	30	18	27	2	22.2	zataženo	25.82
82	muž	Mnichov	11.5836375	48.1364669	Nìmecko	22.6.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	nespokojen	21	14	39	2	22.2	zataženo	25.82
39	muž	Plzeò	13.3771556	49.7490406	ÈR	22.6.2013	7	1	rekreaèní	10150.00	0.00	200.00	9950.00	nespokojen	31	24	21	7	22.2	zataženo	25.82
44	žena	Mnichov	11.5836375	48.1364669	Nìmecko	22.6.2013	7	2	rekreaèní	20300.00	2520.00	200.00	22620.00	nespokojen	32	10	28	5	22.2	zataženo	25.82
19	žena	Mnichov	11.5836375	48.1364669	Nìmecko	22.6.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	nespokojen	30	26	37	11	22.2	zataženo	25.82
29	muž	Mnichov	11.5836375	48.1364669	Nìmecko	22.6.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	nespokojen	25	26	13	8	22.2	zataženo	25.82
42	žena	Vídeò	16.3736767	48.2115631	Rakousko	22.6.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	nespokojen	37	13	27	2	22.2	zataženo	25.82
76	žena	Mnichov	11.5836375	48.1364669	Nìmecko	22.6.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	nespokojen	39	12	28	11	22.2	zataženo	25.82
51	muž	Mnichov	11.5836375	48.1364669	Nìmecko	22.6.2013	7	1	rekreaèní	10150.00	0.00	200.00	9950.00	nespokojen	37	25	24	3	22.2	zataženo	25.82
30	muž	Zlín	17.6700633	49.2280669	ÈR	25.6.2013	1	2	služební	2900.00	0.00	0.00	2900.00	nespokojen	40	15	14	4	23.6	srážky	25.8
35	muž	Bratislava	17.1097606	48.1547933	Slovensko	25.6.2013	1	1	služební	1450.00	180.00	0.00	1630.00	nespokojen	22	19	16	12	23.6	srážky	25.8
62	žena	Bratislava	17.1097606	48.1547933	Slovensko	25.6.2013	1	1	služební	1450.00	180.00	0.00	1630.00	nespokojen	31	25	16	19	23.6	srážky	25.8
35	muž	Bratislava	17.1097606	48.1547933	Slovensko	25.6.2013	1	3	služební	4350.00	0.00	0.00	4350.00	nespokojen	28	18	24	33	23.6	srážky	25.8
29	žena	Vídeò	16.3736767	48.2115631	Rakousko	25.6.2013	1	1	služební	1450.00	180.00	0.00	1630.00	nespokojen	23	14	28	12	23.6	srážky	25.8
64	muž	Bratislava	17.1097606	48.1547933	Slovensko	25.6.2013	1	4	služební	5800.00	720.00	0.00	6520.00	nespokojen	24	18	24	4	23.6	srážky	25.8
33	žena	Bratislava	17.1097606	48.1547933	Slovensko	25.6.2013	1	1	služební	1450.00	180.00	0.00	1630.00	nespokojen	21	22	38	10	23.6	srážky	25.8
72	muž	Ostrava	18.2825511	49.8341497	ÈR	25.6.2013	1	1	služební	1450.00	0.00	0.00	1450.00	nespokojen	37	11	38	10	23.6	srážky	25.8
77	žena	Brno	16.6153758	49.1921808	ÈR	26.6.2013	1	4	služební	5800.00	720.00	0.00	6520.00	nespokojen	25	25	16	34	22.4	srážky	25.86
55	muž	Salzburg	13.0475658	47.798095	Rakousko	26.6.2013	1	2	služební	2900.00	360.00	0.00	3260.00	nespokojen	39	18	38	34	22.4	srážky	25.86
45	žena	Brno	16.6153758	49.1921808	ÈR	26.6.2013	1	1	služební	1450.00	0.00	0.00	1450.00	nespokojen	13	22	24	10	22.4	srážky	25.86
19	žena	Liberec	15.0663036	50.7709239	ÈR	28.6.2013	14	1	rekreaèní	20300.00	2520.00	200.00	22620.00	prùmìr	46	36	45	48	22.2	srážky	25.95
80	žena	Liberec	15.0663036	50.7709239	ÈR	28.6.2013	14	1	rekreaèní	20300.00	2520.00	200.00	22620.00	prùmìr	53	29	57	49	22.2	srážky	25.95
65	žena	Liberec	15.0663036	50.7709239	ÈR	28.6.2013	14	1	rekreaèní	20300.00	2520.00	200.00	22620.00	prùmìr	48	22	57	98	22.2	srážky	25.95
70	žena	Liberec	15.0663036	50.7709239	ÈR	28.6.2013	14	1	rekreaèní	20300.00	2520.00	200.00	22620.00	prùmìr	48	31	70	93	22.2	srážky	25.95
76	žena	Hradec Králové	15.8353464	50.2100194	ÈR	28.6.2013	14	1	rekreaèní	20300.00	0.00	200.00	20100.00	prùmìr	54	60	59	96	22.2	srážky	25.95
43	muž	Liberec	15.0663036	50.7709239	ÈR	28.6.2013	14	1	rekreaèní	20300.00	2520.00	200.00	22620.00	prùmìr	58	57	57	96	22.2	srážky	25.95
55	muž	Liberec	15.0663036	50.7709239	ÈR	28.6.2013	14	1	rekreaèní	20300.00	2520.00	200.00	22620.00	prùmìr	56	24	58	96	22.2	srážky	25.95
42	žena	Jihlava	15.5909008	49.3963828	ÈR	28.6.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	56	67	55	49	22.2	srážky	25.95
35	žena	Liberec	15.0663036	50.7709239	ÈR	28.6.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	prùmìr	50	66	71	52	22.2	srážky	25.95
74	žena	Bratislava	17.1097606	48.1547933	Slovensko	2.7.2013	1	1	služební	1450.00	0.00	0.00	1450.00	nespokojen	25	27	15	34	17.8	sluneèno	25.99
23	žena	Jihlava	15.5909008	49.3963828	ÈR	5.7.2013	2	2	rekreaèní	5800.00	720.00	200.00	6320.00	prùmìr	59	60	70	51	17.8	zataženo	26.05
82	muž	Linec	14.2862742	48.3066489	Rakousko	5.7.2013	14	4	služební	81200.00	10080.00	200.00	91080.00	prùmìr	52	34	54	83	17.8	zataženo	26.05
35	žena	Liberec	15.0663036	50.7709239	ÈR	5.7.2013	14	1	rekreaèní	20300.00	2520.00	200.00	22620.00	prùmìr	59	30	72	50	17.8	zataženo	26.05
23	muž	Berlín	13.3908886	52.5176189	Nìmecko	5.7.2013	14	2	služební	40600.00	5040.00	200.00	45440.00	prùmìr	57	67	47	94	17.8	zataženo	26.05
24	žena	Hradec Králové	15.8353464	50.2100194	ÈR	5.7.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	41	31	58	48	17.8	zataženo	26.05
28	žena	Linec	14.2862742	48.3066489	Rakousko	5.7.2013	14	2	služební	40600.00	5040.00	200.00	45440.00	prùmìr	47	57	72	93	17.8	zataženo	26.05
42	muž	Linec	14.2862742	48.3066489	Rakousko	5.7.2013	14	4	služební	81200.00	10080.00	200.00	91080.00	prùmìr	43	36	62	84	17.8	zataženo	26.05
30	žena	Jihlava	15.5909008	49.3963828	ÈR	5.7.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	53	34	69	96	17.8	zataženo	26.05
63	žena	Linec	14.2862742	48.3066489	Rakousko	5.7.2013	14	4	služební	81200.00	10080.00	200.00	91080.00	prùmìr	56	67	46	93	17.8	zataženo	26.05
20	muž	Drážïany	13.7397044	51.0497456	Nìmecko	5.7.2013	2	1	rekreaèní	2900.00	0.00	200.00	2700.00	prùmìr	41	58	58	48	17.8	zataženo	26.05
20	muž	Jihlava	15.5909008	49.3963828	ÈR	5.7.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	44	33	61	97	17.8	zataženo	26.05
70	žena	Jihlava	15.5909008	49.3963828	ÈR	5.7.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	41	36	61	48	17.8	zataženo	26.05
44	muž	Mnichov	11.5836375	48.1364669	Nìmecko	5.7.2013	2	4	rekreaèní	11600.00	0.00	200.00	11400.00	prùmìr	44	31	46	49	17.8	zataženo	26.05
50	muž	Jihlava	15.5909008	49.3963828	ÈR	5.7.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	49	66	53	94	17.8	zataženo	26.05
69	muž	Jihlava	15.5909008	49.3963828	ÈR	5.7.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	41	35	47	94	17.8	zataženo	26.05
51	muž	Linec	14.2862742	48.3066489	Rakousko	12.7.2013	14	4	služební	81200.00	0.00	200.00	81000.00	prùmìr	54	29	63	47	21.1	zataženo	25.98
29	žena	Mnichov	11.5836375	48.1364669	Nìmecko	12.7.2013	14	4	služební	81200.00	0.00	200.00	81000.00	prùmìr	60	22	71	97	21.1	zataženo	25.98
35	muž	Linec	14.2862742	48.3066489	Rakousko	12.7.2013	14	4	služební	81200.00	10080.00	200.00	91080.00	prùmìr	55	29	53	52	21.1	zataženo	25.98
35	žena	Vídeò	16.3736767	48.2115631	Rakousko	18.7.2013	14	3	rekreaèní	60900.00	7560.00	200.00	68260.00	spokojen	91	92	98	57	27.7	sluneèno	25.93
41	muž	Linec	14.2862742	48.3066489	Rakousko	19.7.2013	1	1	rekreaèní	1450.00	0.00	0.00	1450.00	prùmìr	47	60	54	82	27.9	srážky	25.95
39	žena	Linec	14.2862742	48.3066489	Rakousko	19.7.2013	14	4	služební	81200.00	10080.00	200.00	91080.00	prùmìr	59	30	57	83	27.9	srážky	25.95
51	muž	Brno	16.6153758	49.1921808	ÈR	20.7.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	25	15	27	17	24.3	zataženo	25.95
31	muž	Katovice	19.0241283	50.2592108	Polsko	22.7.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	15	28	24	2	23.9	zataženo	25.98
35	žena	Katovice	19.0241283	50.2592108	Polsko	22.7.2013	7	3	rekreaèní	30450.00	3780.00	200.00	34030.00	nespokojen	30	9	38	7	23.9	zataženo	25.98
37	muž	Vídeò	16.3736767	48.2115631	Rakousko	25.7.2013	14	1	rekreaèní	20300.00	2520.00	200.00	22620.00	spokojen	94	75	95	72	19	zataženo	25.95
34	žena	Linec	14.2862742	48.3066489	Rakousko	26.7.2013	1	1	rekreaèní	1450.00	180.00	0.00	1630.00	prùmìr	47	68	53	47	18.3	sluneèno	25.95
30	muž	Linec	14.2862742	48.3066489	Rakousko	26.7.2013	1	1	rekreaèní	1450.00	180.00	0.00	1630.00	prùmìr	54	21	64	96	18.3	sluneèno	25.95
46	muž	Linec	14.2862742	48.3066489	Rakousko	26.7.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	52	35	48	81	18.3	sluneèno	25.95
41	žena	Linec	14.2862742	48.3066489	Rakousko	26.7.2013	1	1	rekreaèní	1450.00	180.00	0.00	1630.00	prùmìr	48	35	59	82	18.3	sluneèno	25.95
35	muž	Linec	14.2862742	48.3066489	Rakousko	26.7.2013	1	2	rekreaèní	2900.00	0.00	0.00	2900.00	prùmìr	51	68	69	82	18.3	sluneèno	25.95
53	žena	Linec	14.2862742	48.3066489	Rakousko	26.7.2013	1	1	rekreaèní	1450.00	0.00	0.00	1450.00	prùmìr	50	23	48	82	18.3	sluneèno	25.95
80	žena	Linec	14.2862742	48.3066489	Rakousko	26.7.2013	1	1	rekreaèní	1450.00	180.00	0.00	1630.00	prùmìr	44	24	62	47	18.3	sluneèno	25.95
39	muž	Linec	14.2862742	48.3066489	Rakousko	26.7.2013	1	2	rekreaèní	2900.00	0.00	0.00	2900.00	prùmìr	50	35	56	49	18.3	sluneèno	25.95
31	žena	Ostrava	18.2825511	49.8341497	ÈR	26.7.2013	1	2	rekreaèní	2900.00	360.00	0.00	3260.00	prùmìr	47	32	47	82	18.3	sluneèno	25.95
67	muž	Praha	14.4212806	50.0874967	ÈR	26.7.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	44	21	62	84	18.3	sluneèno	25.95
51	žena	Linec	14.2862742	48.3066489	Rakousko	26.7.2013	1	1	rekreaèní	1450.00	0.00	0.00	1450.00	prùmìr	53	29	48	45	18.3	sluneèno	25.95
52	žena	Brno	16.6153758	49.1921808	ÈR	27.7.2013	14	3	rekreaèní	60900.00	7560.00	200.00	68260.00	nespokojen	23	15	24	9	14.7	sluneèno	25.95
50	žena	Brno	16.6153758	49.1921808	ÈR	27.7.2013	14	1	rekreaèní	20300.00	2520.00	200.00	22620.00	nespokojen	26	17	27	6	14.7	sluneèno	25.95
82	muž	Berlín	13.3908886	52.5176189	Nìmecko	27.7.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	spokojen	85	82	88	59	14.7	sluneèno	25.95
36	muž	Berlín	13.3908886	52.5176189	Nìmecko	27.7.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	spokojen	96	74	81	60	14.7	sluneèno	25.95
18	muž	Jihlava	15.5909008	49.3963828	ÈR	27.7.2013	7	1	rekreaèní	10150.00	0.00	200.00	9950.00	spokojen	90	80	98	57	14.7	sluneèno	25.95
22	žena	Brno	16.6153758	49.1921808	ÈR	27.7.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	15	17	28	35	14.7	sluneèno	25.95
80	muž	Brno	16.6153758	49.1921808	ÈR	27.7.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	29	28	23	4	14.7	sluneèno	25.95
76	muž	Drážïany	13.7397044	51.0497456	Nìmecko	27.7.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	spokojen	90	78	91	58	14.7	sluneèno	25.95
44	žena	Berlín	13.3908886	52.5176189	Nìmecko	27.7.2013	7	1	rekreaèní	10150.00	0.00	200.00	9950.00	spokojen	81	83	93	56	14.7	sluneèno	25.95
52	muž	Jihlava	15.5909008	49.3963828	ÈR	27.7.2013	14	4	rekreaèní	81200.00	10080.00	200.00	91080.00	nespokojen	24	26	25	1	14.7	sluneèno	25.95
64	muž	Brno	16.6153758	49.1921808	ÈR	27.7.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	13	23	40	8	14.7	sluneèno	25.95
74	muž	Berlín	13.3908886	52.5176189	Nìmecko	27.7.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	spokojen	86	68	98	70	14.7	sluneèno	25.95
28	muž	Brno	16.6153758	49.1921808	ÈR	27.7.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	30	25	22	33	14.7	sluneèno	25.95
36	žena	Liberec	15.0663036	50.7709239	ÈR	27.7.2013	14	1	rekreaèní	20300.00	2520.00	200.00	22620.00	nespokojen	29	14	28	1	14.7	sluneèno	25.95
82	žena	Berlín	13.3908886	52.5176189	Nìmecko	27.7.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	spokojen	96	67	85	54	14.7	sluneèno	25.95
76	žena	Brno	16.6153758	49.1921808	ÈR	27.7.2013	14	2	rekreaèní	40600.00	0.00	200.00	40400.00	nespokojen	22	10	32	35	14.7	sluneèno	25.95
31	žena	Berlín	13.3908886	52.5176189	Nìmecko	27.7.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	spokojen	87	82	91	53	14.7	sluneèno	25.95
21	muž	Jihlava	15.5909008	49.3963828	ÈR	29.7.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	29	16	21	8	18.4	zataženo	25.91
36	žena	Jihlava	15.5909008	49.3963828	ÈR	29.7.2013	7	2	rekreaèní	20300.00	0.00	200.00	20100.00	nespokojen	14	13	28	9	18.4	zataženo	25.91
82	muž	Praha	14.4212806	50.0874967	ÈR	29.7.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	27	20	13	9	18.4	zataženo	25.91
27	muž	Katovice	19.0241283	50.2592108	Polsko	29.7.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	31	28	32	9	18.4	zataženo	25.91
28	muž	Katovice	19.0241283	50.2592108	Polsko	29.7.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	31	13	28	7	18.4	zataženo	25.91
51	muž	Drážïany	13.7397044	51.0497456	Nìmecko	30.7.2013	1	1	služební	1450.00	180.00	0.00	1630.00	prùmìr	49	32	46	93	17.9	srážky	25.85
68	muž	Mnichov	11.5836375	48.1364669	Nìmecko	30.7.2013	1	2	služební	2900.00	0.00	0.00	2900.00	prùmìr	42	35	63	48	17.9	srážky	25.85
56	muž	Praha	14.4212806	50.0874967	ÈR	1.8.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	spokojen	86	73	86	61	20.1	srážky	25.95
40	žena	Praha	14.4212806	50.0874967	ÈR	1.8.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	spokojen	93	80	86	55	20.1	srážky	25.95
75	muž	Praha	14.4212806	50.0874967	ÈR	1.8.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	spokojen	91	66	95	48	20.1	srážky	25.95
43	muž	Karlovy Vary	12.8690381	50.2311075	ÈR	1.8.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	spokojen	94	75	92	71	20.1	srážky	25.95
31	žena	Praha	14.4212806	50.0874967	ÈR	1.8.2013	14	2	rekreaèní	40600.00	0.00	200.00	40400.00	spokojen	91	77	98	46	20.1	srážky	25.95
53	muž	Linec	14.2862742	48.3066489	Rakousko	2.8.2013	2	1	rekreaèní	2900.00	360.00	200.00	3060.00	prùmìr	52	21	56	97	22.6	sluneèno	25.95
82	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	2.8.2013	2	1	rekreaèní	2900.00	0.00	200.00	2700.00	nespokojen	24	21	39	2	22.6	sluneèno	25.95
53	žena	Linec	14.2862742	48.3066489	Rakousko	2.8.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	53	30	47	84	22.6	sluneèno	25.95
62	muž	Vídeò	16.3736767	48.2115631	Rakousko	2.8.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	59	35	48	96	22.6	sluneèno	25.95
19	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	2.8.2013	2	2	rekreaèní	5800.00	0.00	200.00	5600.00	nespokojen	40	11	26	2	22.6	sluneèno	25.95
54	muž	Linec	14.2862742	48.3066489	Rakousko	2.8.2013	2	1	rekreaèní	2900.00	0.00	200.00	2700.00	prùmìr	44	23	45	48	22.6	sluneèno	25.95
36	žena	Linec	14.2862742	48.3066489	Rakousko	2.8.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	59	31	69	99	22.6	sluneèno	25.95
60	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	2.8.2013	2	2	rekreaèní	5800.00	0.00	200.00	5600.00	nespokojen	28	18	29	9	22.6	sluneèno	25.95
35	muž	Hradec Králové	15.8353464	50.2100194	ÈR	2.8.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	53	68	45	84	22.6	sluneèno	25.95
44	muž	Linec	14.2862742	48.3066489	Rakousko	2.8.2013	2	4	rekreaèní	11600.00	1440.00	200.00	12840.00	prùmìr	43	21	72	82	22.6	sluneèno	25.95
67	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	2.8.2013	2	2	rekreaèní	5800.00	0.00	200.00	5600.00	nespokojen	38	22	13	35	22.6	sluneèno	25.95
72	žena	Linec	14.2862742	48.3066489	Rakousko	2.8.2013	2	4	rekreaèní	11600.00	0.00	200.00	11400.00	prùmìr	53	21	71	48	22.6	sluneèno	25.95
40	žena	Linec	14.2862742	48.3066489	Rakousko	2.8.2013	2	1	rekreaèní	2900.00	0.00	200.00	2700.00	prùmìr	49	67	58	100	22.6	sluneèno	25.95
51	žena	Jihlava	15.5909008	49.3963828	ÈR	3.8.2013	7	4	rekreaèní	40600.00	0.00	200.00	40400.00	prùmìr	60	58	56	50	22.7	srážky	25.95
41	muž	Vídeò	16.3736767	48.2115631	Rakousko	3.8.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	spokojen	93	65	92	48	22.7	srážky	25.95
22	žena	Berlín	13.3908886	52.5176189	Nìmecko	3.8.2013	7	1	rekreaèní	10150.00	1260.00	200.00	11210.00	spokojen	88	92	96	53	22.7	srážky	25.95
51	muž	Jihlava	15.5909008	49.3963828	ÈR	3.8.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	prùmìr	56	68	59	52	22.7	srážky	25.95
75	muž	Katovice	19.0241283	50.2592108	Polsko	5.8.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	13	15	14	4	22.9	srážky	25.93
32	žena	Katovice	19.0241283	50.2592108	Polsko	5.8.2013	7	4	rekreaèní	40600.00	5040.00	200.00	45440.00	nespokojen	29	9	14	8	22.9	srážky	25.93
82	žena	Praha	14.4212806	50.0874967	ÈR	8.8.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	spokojen	94	76	84	57	21.4	sluneèno	25.82
63	žena	Praha	14.4212806	50.0874967	ÈR	8.8.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	spokojen	84	74	95	54	21.4	sluneèno	25.82
58	muž	Praha	14.4212806	50.0874967	ÈR	8.8.2013	14	2	rekreaèní	40600.00	5040.00	200.00	45440.00	spokojen	86	76	83	54	21.4	sluneèno	25.82
73	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	9.8.2013	2	2	rekreaèní	5800.00	0.00	200.00	5600.00	nespokojen	15	11	24	7	21.2	sluneèno	25.93
62	žena	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	1	2	rekreaèní	2900.00	0.00	0.00	2900.00	prùmìr	54	21	45	93	21.2	sluneèno	25.93
22	muž	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	2	3	rekreaèní	8700.00	0.00	200.00	8500.00	prùmìr	57	66	56	97	21.2	sluneèno	25.93
51	muž	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	1	2	rekreaèní	2900.00	360.00	0.00	3260.00	prùmìr	41	22	48	82	21.2	sluneèno	25.93
73	žena	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	2	1	rekreaèní	2900.00	360.00	200.00	3060.00	prùmìr	59	36	71	100	21.2	sluneèno	25.93
76	žena	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	1	1	rekreaèní	1450.00	180.00	0.00	1630.00	prùmìr	50	33	63	94	21.2	sluneèno	25.93
77	muž	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	1	2	rekreaèní	2900.00	0.00	0.00	2900.00	prùmìr	41	29	71	46	21.2	sluneèno	25.93
22	žena	Linec	14.2862742	48.3066489	Rakousko	9.8.2013	1	2	rekreaèní	2900.00	360.00	0.00	3260.00	prùmìr	57	23	57	93	21.2	sluneèno	25.93
